2014-12-02-15-30-08/stereo/centre/1417534257594785.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534257657276.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534257719766.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534257782253.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534257844743.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534257907232.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534257969723.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258032211.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258094701.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258157190.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258219680.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258282169.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258344659.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258407148.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258469638.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258532128.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
2014-12-02-15-30-08/stereo/centre/1417534258594617.png,2015-11-13-10-28-08/stereo/centre/1447410522382863.png,0
